,author,author_id,can_be_edited,collection_tag,comments,created_at,id,language,listing,listing_id,rating,recipient,recipient_id,response,role,user_flag
10,"{'first_name': 'Oleg', 'has_profile_pic': True, 'id': 5346642, 'picture_url': 'https://a0.muscache.com/im/users/5346642/profile_pic/1362583638/original.jpg?aki_policy=profile_x_medium', 'smart_name': 'Oleg', 'thumbnail_url': 'https://a0.muscache.com/im/users/5346642/profile_pic/1362583638/original.jpg?aki_policy=profile_small'}",5346642,False,,"My wife and daughter stayed there for several days. Initially they were not sure what to expect from this place but it turned out to be a great experience. Community dinner was fun. Location was great; soulful streets, great food, nice park nearby and convenient public transportation.",2018-07-23T22:41:18Z,295590095,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,5,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
11,"{'first_name': 'Marsha', 'has_profile_pic': False, 'id': 198434323, 'picture_url': 'https://a0.muscache.com/defaults/user_pic-225x225.png?v=3', 'smart_name': 'Marsha', 'thumbnail_url': 'https://a0.muscache.com/defaults/user_pic-50x50.png?v=3'}",198434323,False,,Good location. ,2018-07-19T22:34:29Z,293177642,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,3,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
12,"{'first_name': 'Martin', 'has_profile_pic': True, 'id': 13563283, 'picture_url': 'https://a0.muscache.com/im/pictures/69c42152-9780-4fde-a8ce-059c1ad9ad0d.jpg?aki_policy=profile_x_medium', 'smart_name': 'Martin', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/69c42152-9780-4fde-a8ce-059c1ad9ad0d.jpg?aki_policy=profile_small'}",13563283,False,,A really interesting hostel with a lot of personal touches and interesting decor! Since it’s a hostel there are tons of interesting people to chat with. It’s also really well located and has a great staff!!!,2018-07-15T20:35:56Z,291336400,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,5,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
13,"{'first_name': 'Kevin', 'has_profile_pic': True, 'id': 47593199, 'picture_url': 'https://a0.muscache.com/im/pictures/3203d39e-8f85-46f4-9427-feb8cf011554.jpg?aki_policy=profile_x_medium', 'smart_name': 'Kevin', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/3203d39e-8f85-46f4-9427-feb8cf011554.jpg?aki_policy=profile_small'}",47593199,False,,We loved this AirBnB. It’s in an historic well maintained building. The room was decorated very 60’s and artistic. The hallways are lit up and night with multicolored LED lights...looks beautiful & funky and highlights the uniqueness of this AirBNB. It doesn’t have a private bathroom but has a sink in the room which is very nice. It was our first AirBnB with a shared bathroom. There are residence in the building that leave their stuff in them. The bathrooms were clean though and there seemed to be enough of them. There was a large tv on the room but it wasn’t connected to anything. We didn’t mind though. We just relaxed and went out exploring. The room is on the front of the building and we did hear a lot of street noise because we had the window open. A sleeping pill or ear plugs solves the problem. It’s just the usual sounds of a vibrant city. It was also our first experience staying in an AirBnB without ever meeting a host and without keys. They give you a code to get into the front door and a code to your room. It was kind of nice not having to worry about misplacing keys. We did have one question about something that we messaged the host group about when we got home. Michael was very helpful and got back to us with an answer very quickly. Thanks Michael and group! We’d definitely stay here again.,2018-07-10T21:40:29Z,288808086,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,4,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
14,"{'first_name': 'Nicholas', 'has_profile_pic': True, 'id': 148862477, 'picture_url': 'https://a0.muscache.com/im/pictures/user/6e91c7df-ab25-4428-aaed-601a49cae076.jpg?aki_policy=profile_x_medium', 'smart_name': 'Nicholas', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/6e91c7df-ab25-4428-aaed-601a49cae076.jpg?aki_policy=profile_small'}",148862477,False,,"As usual, everything was perfect.  Thank you!",2018-06-08T21:43:23Z,274275823,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,5,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
15,"{'first_name': 'Ally', 'has_profile_pic': False, 'id': 56696315, 'picture_url': 'https://a0.muscache.com/defaults/user_pic-225x225.png?v=3', 'smart_name': 'Ally', 'thumbnail_url': 'https://a0.muscache.com/defaults/user_pic-50x50.png?v=3'}",56696315,False,,Prime location and a really cool space. Micheal and Tobin were very responsive and helpful. Overall great experience staying there,2018-05-29T20:20:54Z,270595520,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,5,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
16,"{'first_name': 'Shashank', 'has_profile_pic': True, 'id': 25619804, 'picture_url': 'https://a0.muscache.com/im/pictures/72bcbafc-cbfb-48ec-bf57-d137fa32a089.jpg?aki_policy=profile_x_medium', 'smart_name': 'Shashank', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/72bcbafc-cbfb-48ec-bf57-d137fa32a089.jpg?aki_policy=profile_small'}",25619804,False,,Everything was as described. Tobie helped with the check-in at 1am which was pretty impressive and so helpful. And entering room was like entering an art studio. Will return for sure.,2018-05-22T20:17:09Z,267758347,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,5,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
17,"{'first_name': 'Cecilia', 'has_profile_pic': True, 'id': 179649631, 'picture_url': 'https://a0.muscache.com/im/pictures/user/cf4dd9e2-7b80-42b9-b9e4-42b85c133147.jpg?aki_policy=profile_x_medium', 'smart_name': 'Cecilia', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/cf4dd9e2-7b80-42b9-b9e4-42b85c133147.jpg?aki_policy=profile_small'}",179649631,False,,"Great location, in the center of all the restaurants and shops I needed. my lyfts and Uber’s were all under 5$ since this Airbnb was so close to everything! I was invited to join them for their communal dinner which I thought was extremely nice <3",2018-05-17T20:04:17Z,265579219,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,5,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
18,"{'first_name': 'Colleen', 'has_profile_pic': True, 'id': 7596722, 'picture_url': 'https://a0.muscache.com/im/pictures/user/c4e0b697-d35c-4771-8d62-0776510ad09b.jpg?aki_policy=profile_x_medium', 'smart_name': 'Colleen', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/c4e0b697-d35c-4771-8d62-0776510ad09b.jpg?aki_policy=profile_small'}",7596722,False,,"I stayed here for fun on my Birthday and loved it. The rooms are all unique with artistic and musical touches, from Records and books to art and bathroom spaces. Can’t beat the location for discovering the Haight! Loved it!",2018-05-16T21:52:18Z,265330624,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,5,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
19,"{'first_name': 'Kevin', 'has_profile_pic': True, 'id': 40229918, 'picture_url': 'https://a0.muscache.com/im/users/40229918/profile_pic/1439055915/original.jpg?aki_policy=profile_x_medium', 'smart_name': 'Kevin', 'thumbnail_url': 'https://a0.muscache.com/im/users/40229918/profile_pic/1439055915/original.jpg?aki_policy=profile_small'}",40229918,False,,"Great place, fascinating location!",2018-05-10T20:31:17Z,262975055,en,"{'id': 17696905, 'name': 'Golden Gate - Private Bedroom in Warm Community'}",17696905,5,"{'first_name': 'Tobie', 'has_profile_pic': True, 'id': 117141107, 'picture_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_x_medium', 'smart_name': 'Tobie', 'thumbnail_url': 'https://a0.muscache.com/im/pictures/user/5610f2fc-4cc1-4218-b680-2f28588d0127.jpg?aki_policy=profile_small'}",117141107,,guest,
